Date,Exchange_Rate_GBP_USD,FTSE100_Index,Inflation_Rate,Interest_Rate,GDP_Growth,Unemployment_Rate,CPI
2018-02-09,1.3934950828552246,7092.39990234375,2.29283990345938,0.54683,0.0785119195,4.290267,104.9
2018-02-10,1.3934950828552246,7092.39990234375,2.29283990345938,0.54683,0.0785119195,4.290267,104.9
2018-02-11,1.3934950828552246,7092.39990234375,2.29283990345938,0.54683,0.0785119195,4.290267,104.9
2018-02-12,1.3827433586120605,7177.10009765625,2.29283990345938,0.54683,0.0785119195,4.290267,104.9
2018-02-13,1.3852334022521973,7168.0,2.29283990345938,0.54683,0.0785119195,4.290267,104.9
2018-02-14,1.3886960744857788,7214.0,2.29283990345938,0.54683,0.0785119195,4.290267,104.9
2018-02-15,1.401581048965454,7234.7998046875,2.29283990345938,0.54683,0.0785119195,4.290267,104.9
2018-02-16,1.4104173183441162,7294.7001953125,2.29283990345938,0.54683,0.0785119195,4.290267,104.9
2018-02-17,1.4104173183441162,7294.7001953125,2.29283990345938,0.54683,0.0785119195,4.290267,104.9
2018-02-18,1.4104173183441162,7294.7001953125,2.29283990345938,0.54683,0.0785119195,4.290267,104.9
2018-02-19,1.4031543731689453,7247.7001953125,2.29283990345938,0.54683,0.0785119195,4.290267,104.9
2018-02-20,1.3992668390274048,7246.7998046875,2.29283990345938,0.54683,0.0785119195,4.290267,104.9
2018-02-21,1.4001091718673706,7281.60009765625,2.29283990345938,0.54683,0.0785119195,4.290267,104.9
2018-02-22,1.3910139799118042,7252.39990234375,2.29283990345938,0.54683,0.0785119195,4.290267,104.9
2018-02-23,1.3953033685684204,7244.39990234375,2.29283990345938,0.54683,0.0785119195,4.290267,104.9
2018-02-24,1.3953033685684204,7244.39990234375,2.29283990345938,0.54683,0.0785119195,4.290267,104.9
2018-02-25,1.3953033685684204,7244.39990234375,2.29283990345938,0.54683,0.0785119195,4.290267,104.9
2018-02-26,1.3968042135238647,7289.60009765625,2.29283990345938,0.54683,0.0785119195,4.290267,104.9
2018-02-27,1.3966480493545532,7282.5,2.29283990345938,0.54683,0.0785119195,4.290267,104.9
2018-02-28,1.3906078338623047,7231.89990234375,2.29283990345938,0.54683,0.0785119195,4.290267,104.9
2018-03-01,1.375421166419983,7175.60009765625,2.29283990345938,0.62842,0.0785119195,4.290267,105.1
2018-03-02,1.377543330192566,7069.89990234375,2.29283990345938,0.62842,0.0785119195,4.290267,105.1
2018-03-03,1.377543330192566,7069.89990234375,2.29283990345938,0.62842,0.0785119195,4.290267,105.1
2018-03-04,1.377543330192566,7069.89990234375,2.29283990345938,0.62842,0.0785119195,4.290267,105.1
2018-03-05,1.3795006275177002,7116.0,2.29283990345938,0.62842,0.0785119195,4.290267,105.1
2018-03-06,1.3852334022521973,7146.7998046875,2.29283990345938,0.62842,0.0785119195,4.290267,105.1
2018-03-07,1.390008568763733,7157.7998046875,2.29283990345938,0.62842,0.0785119195,4.290267,105.1
2018-03-08,1.390627145767212,7203.2001953125,2.29283990345938,0.62842,0.0785119195,4.290267,105.1
2018-03-09,1.3805670738220215,7224.5,2.29283990345938,0.62842,0.0785119195,4.290267,105.1
2018-03-10,1.3805670738220215,7224.5,2.29283990345938,0.62842,0.0785119195,4.290267,105.1
2018-03-11,1.3805670738220215,7224.5,2.29283990345938,0.62842,0.0785119195,4.290267,105.1
2018-03-12,1.38554048538208,7214.7998046875,2.29283990345938,0.62842,0.0785119195,4.290267,105.1
2018-03-13,1.3907625675201416,7138.7998046875,2.29283990345938,0.62842,0.0785119195,4.290267,105.1
2018-03-14,1.397233486175537,7132.7001953125,2.29283990345938,0.62842,0.0785119195,4.290267,105.1
2018-03-15,1.3971552848815918,7139.7998046875,2.29283990345938,0.62842,0.0785119195,4.290267,105.1
2018-03-16,1.3938642740249634,7164.10009765625,2.29283990345938,0.62842,0.0785119195,4.290267,105.1
2018-03-17,1.3938642740249634,7164.10009765625,2.29283990345938,0.62842,0.0785119195,4.290267,105.1
2018-03-18,1.3938642740249634,7164.10009765625,2.29283990345938,0.62842,0.0785119195,4.290267,105.1
2018-03-19,1.3943500518798828,7042.89990234375,2.29283990345938,0.62842,0.0785119195,4.290267,105.1
2018-03-20,1.4025245904922485,7061.2998046875,2.29283990345938,0.62842,0.0785119195,4.290267,105.1
2018-03-21,1.4004818201065063,7039.0,2.29283990345938,0.62842,0.0785119195,4.290267,105.1
2018-03-22,1.414627194404602,6952.60009765625,2.29283990345938,0.62842,0.0785119195,4.290267,105.1
2018-03-23,1.4114724397659302,6921.89990234375,2.29283990345938,0.62842,0.0785119195,4.290267,105.1
2018-03-24,1.4114724397659302,6921.89990234375,2.29283990345938,0.62842,0.0785119195,4.290267,105.1
2018-03-25,1.4114724397659302,6921.89990234375,2.29283990345938,0.62842,0.0785119195,4.290267,105.1
